	TE.fixed	lower.fixed	upper.fixed	pval.fixed	TE.random	lower.random	upper.random	pval.random	symbol
ENSG00000158481.11	0.938045215550061	0.922393512858822	0.953962505318529	9.34093833401287e-14	0.938992997184813	0.920777280588811	0.957569074899731	3.01752956463632e-10	CD1C
ENSG00000103855.16	1.22194154221694	1.14821650754189	1.3004003363373	2.7390623163332e-10	1.22683065956465	1.13629796672954	1.32457639749176	1.72413200687059e-07	CD276
ENSG00000158488.14	0.959811654196854	0.946702326476741	0.973102511494391	5.0399486278615e-09	0.957344091493777	0.937335823405026	0.977779453887381	5.22803765268355e-05	CD1E
ENSG00000258947.5	1.08272200421095	1.05750980339183	1.10853529172271	3.80588934409615e-11	1.07963256860625	1.03996592790864	1.12081218424084	6.02509355612669e-05	TUBB3
ENSG00000086232.11	1.21362386200923	1.09880305636781	1.34044301196881	0.000134528808277627	1.21389914415729	1.09820498590088	1.34178149899494	0.00014880464932939	EIF2AK1
ENSG00000184216.10	1.15653828190195	1.08561359733367	1.23209657726274	6.66851989496514e-06	1.17302282736749	1.07846713974884	1.27586877968824	0.000197933085495112	IRAK1
ENSG00000111640.13	1.17747371170979	1.11350861854625	1.24511325613063	9.88424570358928e-09	1.17941583264676	1.07982376732746	1.28819326670369	0.000246241704370445	GAPDH
ENSG00000123416.14	1.20813439743641	1.13650731862791	1.28427569127419	1.33210334994186e-09	1.21068473533818	1.09209013422327	1.34215801649318	0.000278232138003468	TUBA1B
ENSG00000145675.13	0.902206453373852	0.862715398705911	0.943505222846844	6.59102773657843e-06	0.902371329595091	0.851099857105287	0.956731468907391	0.000577429643561547	PIK3R1
ENSG00000151276.22	0.886686566460158	0.845009221628495	0.930419511429379	9.78126033835904e-07	0.872341066768038	0.806850805998601	0.943147024347543	0.000603619766252034	MAGI1
ENSG00000186951.15	0.888509640743108	0.838117106383386	0.941932070925091	7.24540236306024e-05	0.874917674737325	0.806055779346232	0.949662488852355	0.00139918950062471	PPARA
ENSG00000167553.13	1.21004528499406	1.1423717796396	1.28172773332888	8.41183308516285e-11	1.18210302114832	1.06279697295788	1.3148019689207	0.00205645370075604	TUBA1C
ENSG00000166501.11	0.934115141147804	0.908493295910204	0.960459588254162	1.56292696780304e-06	0.936327040068992	0.897492273481061	0.976842198946084	0.00233415490245443	PRKCB
ENSG00000136238.16	1.21165019431902	1.10994469853297	1.32267508041952	1.77184277945748e-05	1.20219320033948	1.06759663825725	1.35375893774051	0.00236840412455607	RAC1
ENSG00000135446.15	1.09652347008022	1.04432490098794	1.15133108412844	0.000213237310847835	1.12922459397498	1.04379950613779	1.22164091488814	0.00246148329588916	CDK4
ENSG00000174175.15	0.950769277303033	0.932876087877837	0.969005670109649	1.90912067443669e-07	0.941424224177502	0.904991184549103	0.979323981271471	0.00272228662178431	SELP
ENSG00000112242.13	1.12757848798473	1.0574100084062	1.20240326501384	0.00024942553807697	1.2300434089312	1.06399296820129	1.42200825858169	0.00513744342886226	E2F3
ENSG00000123374.9	1.20576015305503	1.12175544990008	1.29605570164585	3.80885061860696e-07	1.25243800612114	1.06087570976499	1.4785907008128	0.00786742453057661	CDK2
ENSG00000241685.7	1.14964997287504	1.06420112562541	1.24195984039658	0.000401572953184747	1.18612896595441	1.04473726869067	1.34665620346761	0.00839487689329467	ARPC1A
ENSG00000033050.6	1.16439172929102	1.0603109548258	1.27868913649401	0.00144371887950459	1.18409770081286	1.04313985422813	1.34410295933692	0.00897305632863363	ABCF2
ENSG00000136244.10	1.04256906103488	1.02431736647475	1.06114597155367	3.72320244069299e-06	1.04061234288566	1.009285151126	1.07291189903852	0.0106927484794364	IL6
ENSG00000130429.11	1.1129301270475	1.05491501507628	1.17413578344073	8.96019062874363e-05	1.12515454474813	1.02472427437487	1.23542769623534	0.0134377252888214	ARPC1B
ENSG00000013297.9	1.04837646376966	1.0243197057375	1.07299820908439	6.64341500829381e-05	1.05828906562511	1.00717435079943	1.1119978835171	0.0248972922726387	CLDN11
ENSG00000184557.4	1.07388686764708	1.03680878661595	1.11229092518487	6.99993681794978e-05	1.07041672133875	1.00798295632118	1.13671759044753	0.0264675340413029	SOCS3
ENSG00000148948.6	1.03318470047341	1.01693660590867	1.04969239880838	5.42313281485723e-05	1.03516175529584	1.00346402779113	1.06786076027651	0.0294137172231016	LRRC4C
ENSG00000154721.13	0.944201180017215	0.910898615138913	0.978721290744243	0.00172461506889507	0.932018232300509	0.874290729022225	0.993557356272142	0.0309206642800493	JAM2
ENSG00000180900.15	1.08048774119688	1.02007891652807	1.14447396173059	0.0083589456697249	1.10087713337887	1.00768930279892	1.2026826715638	0.0331960091252677	SCRIB
ENSG00000196230.11	1.17930970745953	1.09528455335882	1.26978088191175	1.22362443061442e-05	1.1982286603234	1.0140635582769	1.41584017165555	0.0336711889671738	TUBB
ENSG00000128849.10	0.953601272451988	0.928011344476915	0.979896843108766	0.000618849119000821	0.944625157784737	0.892496914502764	0.999798065651549	0.0491904745523832	CGNL1
ENSG00000105397.12	0.830691652479081	0.764778544383936	0.902285539475079	1.0941366291195e-05	0.822765999328656	0.675803456592972	1.00168752178934	0.0519957133971781	TYK2
ENSG00000101412.12	1.08305101369805	1.04006092178823	1.12781806690283	0.000113052375129439	1.09338876122293	0.998778723189053	1.19696080364171	0.0531746723511472	E2F1
ENSG00000125414.17	1.01331361367394	1.00321380124624	1.02351510553522	0.00965986896455387	1.01289813305399	0.999809463707407	1.02615814831345	0.0534523296511305	MYH2
ENSG00000154654.13	1.02642292300283	1.00995502679904	1.04315933770317	0.0015758329990247	1.02681510430747	0.997834794077961	1.05663709533022	0.0700520743356253	NCAM2
ENSG00000079337.14	0.94952615946088	0.913589925164178	0.986875952401187	0.00851111608801477	0.939832225550673	0.878427961376635	1.00552879805794	0.0718560510563915	RAPGEF3
